Conference,Year,Title,DOI,Link,FirstPage,LastPage,PaperType,Abstract,AuthorNames-Deduped,AuthorNames,AuthorAffiliation,InternalReferences,AuthorKeywords,AminerCitationCount,CitationCount_CrossRef,PubsCited_CrossRef,Downloads_Xplore,Award,GraphicsReplicabilityStamp,ArticleNumber,MediaPath,NumFigures
VIS,2022,Intentable: A Mixed-Initiative System for Intent-Based Chart Captioning,10.1109/VIS54862.2022.00017,http://dx.doi.org/10.1109/VIS54862.2022.00017,40,44,C,"We present Intentable, a mixed-initiative caption authoring system that allows the author to steer an automatic caption generation pro-cess to reflect their intent, e.g., the finding that the author gained from visualization and thus wants to write a caption for. We first derive a grammar for specifying the intent, i.e., a caption recipe, and build a neural network that generates caption sentences given a recipe. Our quantitative evaluation revealed that our intent-based generation system not only allows the author to engage in the generation process but also produces more fluent captions than the previous end-to-end approaches without user intervention. Finally, we demonstrate the versatility of our system, such as context adaptation, unit conversion, and sentence reordering.",Jiwon Choi;Jaemin Jo,Jiwon Choi;Jaemin Jo,Sungkyunkwan University;Sungkyunkwan University,,"Human-centered computing,Visualization,Visualization systems and tools,Human-computer interaction (HCI),Interactive systems and tools",,,39,,,,9973198,/mediastore/IEEE/content/media/9973064/9973190/9973198,3
VIS,2022,Visual Auditor: Interactive Visualization for Detection and Summarization of Model Biases,10.1109/VIS54862.2022.00018,http://dx.doi.org/10.1109/VIS54862.2022.00018,45,49,C,"As machine learning (ML) systems become increasingly widespread, it is necessary to audit these systems for biases prior to their de-ployment. Recent research has developed algorithms for effectively identifying intersectional bias in the form of interpretable, underper-forming subsets (or slices) of the data. However, these solutions and their insights are limited without a tool for visually understanding and interacting with the results of these algorithms. We propose Visual Auditor, an interactive visualization tool for auditing and summarizing model biases. Visual Auditor assists model validation by providing an interpretable overview of intersectional bias (bias that is present when examining populations defined by multiple features), details about relationships between problematic data slices, and a comparison between underperforming and overper-forming data slices in a model. Our open-source tool runs directly in both computational notebooks and web browsers, making model auditing accessible and easily integrated into current ML development workflows. An observational user study in collaboration with domain experts at Fiddler AI highlights that our tool can help ML practitioners identify and understand model biases.",David Munechika;Zijie J. Wang;Jack Reidy;Josh Rubin;Krishna Gade;Krishnaram Kenthapadi;Duen Horng Chau,David Munechika;Zijie J. Wang;Jack Reidy;Josh Rubin;Krishna Gade;Krishnaram Kenthapadi;Duen Horng Chau,Georgia Tech.;Georgia Tech.;Fiddler AI.;Fiddler AI.;Fiddler AI.;Fiddler AI.;Georgia Tech.,,"Human-centered computing,Visualization",,,40,,,,9973204,/mediastore/IEEE/content/media/9973064/9973190/9973204,3
VIS,2022,RMExplorer: A Visual Analytics Approach to Explore the Performance and the Fairness of Disease Risk Models on Population Subgroups,10.1109/VIS54862.2022.00019,http://dx.doi.org/10.1109/VIS54862.2022.00019,50,54,C,"Disease risk models can identify high-risk patients and help clinicians provide more personalized care. However, risk models de-veloped on one dataset may not generalize across diverse subpop-ulations of patients in different datasets and may have unexpected performance. It is challenging for clinical researchers to inspect risk models across different subgroups without any tools. Therefore, we developed an interactive visualization system called RMExplorer (Risk Model Explorer) to enable interactive risk model assessment. Specifically, the system allows users to define subgroups of patients by selecting clinical, demographic, or other characteristics, to ex-plore the performance and fairness of risk models on the subgroups, and to understand the feature contributions to risk scores. To demonstrate the usefulness of the tool, we conduct a case study, where we use RMExplorer to explore three atrial fibrillation risk models by applying them to the UK Biobank dataset of 445,329 individuals. RMExplorer can help researchers to evaluate the performance and biases of risk models on subpopulations of interest in their data.",Bum Chul Kwon;Uri Kartoun;Shaan Khurshid;Mikhail Yurochkin;Subha Maity;Deanna G Brockman;Amit V Khera;Patrick T Ellinor;Steven A Lubitz;Kenney Ng,Bum Chul Kwon;Uri Kartoun;Shaan Khurshid;Mikhail Yurochkin;Subha Maity;Deanna G Brockman;Amit V Khera;Patrick T Ellinor;Steven A Lubitz;Kenney Ng,IBM Research;IBM Research;IBM Research;IBM Research;Broad Institute;University of Michigan;University of Michigan;University of Michigan;University of Michigan;IBM Research,,"visual analytics,health informatics,fairness,subgroup analysis,explainability,interpretability,electronic health records,Human-centered computing,Visualization",,,30,,,,9973226,/mediastore/IEEE/content/media/9973064/9973190/9973226,4
VIS,2022,Visualizing Rule-based Classifiers for Clinical Risk Prognosis,10.1109/VIS54862.2022.00020,http://dx.doi.org/10.1109/VIS54862.2022.00020,55,59,C,"Deteriorating conditions in hospital patients are a major factor in clinical patient mortality. Currently, timely detection is based on clinical experience, expertise, and attention. However, healthcare trends towards larger patient cohorts, more data, and the desire for better and more personalized care are pushing the existing, simple scoring systems to their limits. Data-driven approaches can extract decision rules from available medical coding data, which offer good interpretability and thus are key for successful adoption in practice. Before deployment, models need to be scrutinized by domain experts to identify errors and check them against existing medical knowledge. We propose a visual analytics system to support health-care professionals in inspecting and enhancing rule-based classifier through identification of similarities and contradictions, as well as modification of rules. This work was developed iteratively in close collaboration with medical professionals. We discuss how our tool supports the inspection and assessment of rule-based classifiers in the clinical coding domain and propose possible extensions.",Dario Antweiler;Georg Fuchs,Dario Antweiler;Georg Fuchs,"Fraunhofer IAIS, Fraunhofer Center for Machine Learning;Fraunhofer IAIS",,"Information systems applications [Decision support systems]: Data analytics,Human computer interaction (HCI) [HCI design and evaluation methods]: User studies,[Applied computing]: Life and medical sciences,Health care information systems",,,39,,,,9973191,/mediastore/IEEE/content/media/9973064/9973190/9973191,3
VIS,2022,TimberTrek: Exploring and Curating Sparse Decision Trees with Interactive Visualization,10.1109/VIS54862.2022.00021,http://dx.doi.org/10.1109/VIS54862.2022.00021,60,64,C,"Given thousands of equally accurate machine learning (ML) models, how can users choose among them? A recent ML technique enables domain experts and data scientists to generate a complete Rashomon set for sparse decision trees-a huge set of almost-optimal inter-pretable ML models. To help ML practitioners identify models with desirable properties from this Rashomon set, we develop Tim-bertrek, the first interactive visualization system that summarizes thousands of sparse decision trees at scale. Two usage scenarios high-light how Timbertrek can empower users to easily explore, compare, and curate models that align with their domain knowledge and values. Our open-source tool runs directly in users' computational notebooks and web browsers, lowering the barrier to creating more responsible ML models. Timbertrek is available at the following public demo link: https: //poloclub. github. io/timbertrek.",Zijie J. Wang;Chudi Zhong;Rui Xin;Takuya Takagi;Zhi Chen;Duen Horng Chau;Cynthia Rudin;Margo Seltzer,Zijie J. Wang;Chudi Zhong;Rui Xin;Takuya Takagi;Zhi Chen;Duen Horng Chau;Cynthia Rudin;Margo Seltzer,Georgia Institute of Technology;Duke University;Duke University;Fujitsu Laboratories;Duke University;Georgia Institute of Technology;Duke University;University of British Columbia,,"Human-centered computing,Visual Analytics",,,50,,,,9973202,/mediastore/IEEE/content/media/9973064/9973190/9973202,5
VIS,2022,FairFuse: Interactive Visual Support for Fair Consensus Ranking,10.1109/VIS54862.2022.00022,http://dx.doi.org/10.1109/VIS54862.2022.00022,65,69,C,"Fair consensus building combines the preferences of multiple rankers into a single consensus ranking, while ensuring any group defined by a protected attribute (such as race or gender) is not disadvantaged compared to other groups. Manually generating a fair consensus ranking is time-consuming and impractical- even for a fairly small number of candidates. While algorithmic approaches for auditing and generating fair consensus rankings have been developed, these have not been operationalized in interactive systems. To bridge this gap, we introduce FairFuse, a visualization system for generating, analyzing, and auditing fair consensus rankings. We construct a data model which includes base rankings entered by rankers, augmented with measures of group fairness, and algorithms for generating consensus rankings with varying degrees of fairness. We design novel visualizations that encode these measures in a parallel-coordinates style rank visualization, with interactions for generating and exploring fair consensus rankings. We describe use cases in which FairFuse supports a decision-maker in ranking scenarios in which fairness is important, and discuss emerging challenges for future efforts supporting fairness-oriented rank analysis. Code and demo videos available at https://osf.io/hd639/.",Hilson Shrestha;Kathleen Cachel;Mallak Alkhathlan;Elke Rundensteiner;Lane Harrison,Hilson Shrestha;Kathleen Cachel;Mallak Alkhathlan;Elke Rundensteiner;Lane Harrison,Worcester Polytechnic Institute;Worcester Polytechnic Institute;Worcester Polytechnic Institute;Worcester Polytechnic Institute;Worcester Polytechnic Institute,,"Human-centered computing,Visualization,Visualization systems and tools",,,47,,,,9973194,/mediastore/IEEE/content/media/9973064/9973190/9973194,4
VIS,2022,Guided Data Discovery in Interactive Visualizations via Active Search,10.1109/VIS54862.2022.00023,http://dx.doi.org/10.1109/VIS54862.2022.00023,70,74,C,"Recent advances in visual analytics have enabled us to learn from user interactions and uncover analytic goals. These innovations set the foundation for actively guiding users during data exploration. Providing such guidance will become more critical as datasets grow in size and complexity, precluding exhaustive investigation. Mean-while, the machine learning community also struggles with datasets growing in size and complexity, precluding exhaustive labeling. Active learning is a broad family of algorithms developed for actively guiding models during training. We will consider the intersection of these analogous research thrusts. First, we discuss the nuances of matching the choice of an active learning algorithm to the task at hand. This is critical for performance, a fact we demonstrate in a simulation study. We then present results of a user study for the particular task of data discovery guided by an active learning algorithm specifically designed for this task.",Shayan Monadjemi;Sunwoo Ha;Quan Nguyen;Henry Chai;Roman Garnett;Alvitta Ottley,Shayan Monadjemi;Sunwoo Ha;Quan Nguyen;Henry Chai;Roman Garnett;Alvitta Ottley,Washington University in St. Louis;Washington University in St. Louis;Washington University in St. Louis;Carnegie Mellon University;Washington University in St. Louis;Washington University in St. Louis,,"Human-centered computing,Visual analytics,Human,centered computing,Empirical studies in visualization Computing methodologies,Active learning settings",,,36,,,,9973212,/mediastore/IEEE/content/media/9973064/9973190/9973212,3
VIS,2022,Parametric Dimension Reduction by Preserving Local Structure,10.1109/VIS54862.2022.00024,http://dx.doi.org/10.1109/VIS54862.2022.00024,75,79,C,"We extend a well-known dimension reduction method, t-distributed stochastic neighbor embedding (t-SNE), from non-parametric to parametric by training neural networks. The main advantage of a parametric technique is the generalization of handling new data, which is beneficial for streaming data visualization. While previous parametric methods either require a network pre-training by the restricted Boltzmann machine or intermediate results obtained from the traditional non-parametric t-SNE, we found that recent network training skills can enable a direct optimization for the t-SNE objective function. Accordingly, our method achieves high embedding quality while enjoying generalization. Due to mini-batch network training, our parametric dimension reduction method is highly efficient. For evaluation, we compared our method to several baselines on a variety of datasets. Experiment results demonstrate the feasibility of our method. The source code is available at https://github.com/a07458666/parametric_dr.",Chien-Hsun Lai;Ming-Feng Kuo;Yun-Hsuan Lien;Kuan-An Su;Yu-Shuen Wang,Chien-Hsun Lai;Ming-Feng Kuo;Yun-Hsuan Lien;Kuan-An Su;Yu-Shuen Wang,"National Yang Ming Chiao Tung University, Taiwan;National Yang Ming Chiao Tung University, Taiwan;National Yang Ming Chiao Tung University, Taiwan;National Yang Ming Chiao Tung University, Taiwan;National Yang Ming Chiao Tung University, Taiwan",,"Computing methodologies,Dimensionality reduction and manifold learning,Human-centered computing,Visualization toolkits",,,42,,,,9973230,/mediastore/IEEE/content/media/9973064/9973190/9973230,2
VIS,2022,Uniform Manifold Approximation with Two-phase Optimization,10.1109/VIS54862.2022.00025,http://dx.doi.org/10.1109/VIS54862.2022.00025,80,84,C,"We introduce Uniform Manifold Approximation with Two-phase Optimization (UMATO), a dimensionality reduction (DR) technique that improves UMAP to capture the global structure of high-dimensional data more accurately. In UMATO, optimization is divided into two phases so that the resulting embeddings can depict the global structure reliably while preserving the local structure with sufficient accuracy. In the first phase, hub points are identified and projected to construct a skeletal layout for the global structure. In the second phase, the remaining points are added to the embedding preserving the regional characteristics of local areas. Through quan-titative experiments, we found that UMATO (1) outperformed widely used DR techniques in preserving the global structure while (2) pro-ducing competitive accuracy in representing the local structure. We also verified that UMATO is preferable in terms of robustness over diverse initialization methods, numbers of epochs, and subsampling techniques.",Hyeon Jeon;Hyung-Kwon Ko;Soohyun Lee;Jaemin Jo;Jinwook Seo,Hyeon Jeon;Hyung-Kwon Ko;Soohyun Lee;Jaemin Jo;Jinwook Seo,Seoul National University;NAVER Webtoon Corp.;Seoul National University;Sungkyunkwan University;Seoul National University,,"Human-centered computing,Visualization,Visualization techniques,Computing methodologies,Machine learning,Machine learning algorithms",,,39,,,,9973206,/mediastore/IEEE/content/media/9973064/9973190/9973206,2
VIS,2022,Let's Get Personal: Exploring the Design of Personalized Visualizations,10.1109/VIS54862.2022.00026,http://dx.doi.org/10.1109/VIS54862.2022.00026,85,89,C,"Media outlets often publish visualizations that can be personalized based on users' demographics, such as location, race, and age. However, the design of such personalized visualizations remains under-explored. In this work, we contribute a design space analysis of 47 public-facing articles with personalized visualizations to understand how designers structure content, encourage exploration, and present insights. We find that articles often lack explicit exploration suggestions or instructions, data notices, and personalized visual insights. We then outline three trajectories for future research: (1) explore how users choose to personalize visualizations, (2) examine how exploration suggestions and examples impact user interaction, and (3) investigate how personalization influences user insights.",Beleicia Bullock;Shunan Guo;Eunyee Koh;Ryan Rossi;Fan Du;Jane Hoffswell,Beleicia Bullock;Shunan Guo;Eunyee Koh;Ryan Rossi;Fan Du;Jane Hoffswell,Stanford University;Adobe Research;Adobe Research;Adobe Research;Adobe Research;Adobe Research,,"Human-centered computing,Visualization,Visualization application domains",,,18,,,,9973231,/mediastore/IEEE/content/media/9973064/9973190/9973231,1
VIS,2022,Who benefits from Visualization Adaptations? Towards a better Understanding of the Influence of Visualization Literacy,10.1109/VIS54862.2022.00027,http://dx.doi.org/10.1109/VIS54862.2022.00027,90,94,C,"The ability to read, understand, and comprehend visual information representations is subsumed under the term visualization literacy (VL). One possibility to improve the use of information visualizations is to introduce adaptations. However, it is yet unclear whether people with different VL benefit from adaptations to the same degree. We conducted an online experiment (n = 42) to investigate whether the effect of an adaptation (here: De-Emphasis) of visualizations (bar charts, scatter plots) on performance (accuracy, time) and user experiences depends on users' VL level. Using linear mixed models for the analyses, we found a positive impact of the De-Emphasis adaptation across all conditions, as well as an interaction effect of adaptation and VL on the task completion time for bar charts. This work contributes to a better understanding of the intertwined relationship of VL and visual adaptations and motivates future research.",Marc Satkowski;Franziska Kessler;Susanne Narciss;Raimund Dachselt,Marc Satkowski;Franziska Kessler;Susanne Narciss;Raimund Dachselt,"Interactive Media Lab Dresden, Technische Universität Dresden;Psychology of Learning and Instruction Technische Universität Dresden;Psychology of Learning and Instruction Technische Universität Dresden;Interactive Media Lab Dresden, Technische Universität Dresden",,"User Study,Visualization Adaptation,Visualization Literacy,Visualization Competence,Information Visualization,On-line Survey,User Experience,Human-centered computing,Visualization,Visualization design and evaluation methods",,,44,,,,9973225,/mediastore/IEEE/content/media/9973064/9973190/9973225,2
VIS,2022,VisQuiz: Exploring Feedback Mechanisms to Improve Graphical Perception,10.1109/VIS54862.2022.00028,http://dx.doi.org/10.1109/VIS54862.2022.00028,95,99,C,"In this paper, we explore the design and evaluation of feedback for graphical perception tasks, called VisQuiz. Using a quiz-like metaphor, we design feedback for a typical visualization comparison experiment, showing participants their answer alongside the correct answer in an animated sequence in each trial, as well as summary feedback at the end of trial sections. To evaluate VisQuiz, we conduct a between-subjects experiment, including three stages of 40 trials each with a control condition that included only summary feedback. Results from $n=80$ participants show that once participants started receiving trial feedback (Stage 2) they performed significantly better with bubble charts than those in the control condition. This effect carried over when feedback was removed (Stage 3). Results also suggest an overall trend of improved performance due to feedback. We discuss these findings in the context of other visualization literacy efforts, and possible future work at the intersection of visualization, feedback, and learning. Experiment data and analysis scripts are available at the following repository https://osf.io/jys5d/",Ryan Birchfield;Maddison Caten;Errica Cheng;Madyson Kelly;Truman Larson;Hoan Phan Pham;Yiren Ding;Noëlle Rakotondravony;Lane Harrison,Ryan Birchfield;Maddison Caten;Errica Cheng;Madyson Kelly;Truman Larson;Hoan Phan Pham;Yiren Ding;Noëlle Rakotondravony;Lane Harrison,Worcester Polytechnic Institute;Worcester Polytechnic Institute;Worcester Polytechnic Institute;Worcester Polytechnic Institute;Worcester Polytechnic Institute;Worcester Polytechnic Institute;Worcester Polytechnic Institute;Worcester Polytechnic Institute;Worcester Polytechnic Institute,,"Visualization,Graphical Perception,Feedback",,,27,,,,9973228,/mediastore/IEEE/content/media/9973064/9973190/9973228,5
VIS,2022,Oscar: A Semantic-based Data Binning Approach,10.1109/VIS54862.2022.00029,http://dx.doi.org/10.1109/VIS54862.2022.00029,100,104,C,"Binning is applied to categorize data values or to see distributions of data. Existing binning algorithms often rely on statistical properties of data. However, there are semantic considerations for selecting appropriate binning schemes. Surveys, for instance, gather respon-dent data for demographic-related questions such as age, salary, number of employees, etc., that are bucketed into defined semantic categories. In this paper, we leverage common semantic categories from survey data and Tableau Public visualizations to identify a set of semantic binning categories. We employ these semantic binning categories in Oscar: a method for automatically selecting bins based on the inferred semantic type of the field. We conducted a crowdsourced study with 120 participants to better understand user preferences for bins generated by Oscar vs. binning provided in Tableau. We find that maps and histograms using binned values generated by Oscar are preferred by users as compared to binning schemes based purely on the statistical properties of the data.",Vidya Setlur;Michael Correll;Sarah Battersby,Vidya Setlur;Michael Correll;Sarah Battersby,Tableau Research;Tableau Research;Tableau Research,,"Data-driven semantics,binning,constraints,geospatial,Human-centered computing,Visualization",,,38,,,,9973213,/mediastore/IEEE/content/media/9973064/9973190/9973213,3
VIS,2022,Toward Systematic Design Considerations of Organizing Multiple Views,10.1109/VIS54862.2022.00030,http://dx.doi.org/10.1109/VIS54862.2022.00030,105,109,C,"Multiple-view visualization (MV) has been used for visual analytics in various fields (e.g., bioinformatics, cybersecurity, and intelligence analysis). Because each view encodes data from a particular per-spective, analysts often use a set of views laid out in 2D space to link and synthesize information. The difficulty of this process is impacted by the spatial organization of these views. For instance, connecting information from views far from each other can be more challenging than neighboring ones. However, most visual analysis tools currently either fix the positions of the views or completely delegate this organization of views to users (who must manually drag and move views). This either limits user involvement in managing the layout of MV or is overly flexible without much guidance. Then, a key design challenge in MV layout is determining the factors in a spatial organization that impact understanding. To address this, we review a set of MV-based systems and identify considerations for MV layout rooted in two key concerns: perception, which considers how users perceive view relationships, and content, which considers the relationships in the data. We show how these allow us to study and analyze the design of MV layout systematically.",Abdul Rahman Shaikh;David Koop;Hamed Alhoori;Maoyuan Sun,Abdul Rahman Shaikh;David Koop;Hamed Alhoori;Maoyuan Sun,Northern Illinois University;Northern Illinois University;Northern Illinois University;Northern Illinois University,,"Multiple views,visual analytics,spatial layout",,,47,,,,9973209,/mediastore/IEEE/content/media/9973064/9973190/9973209,2
VIS,2022,Toward Systematic Considerations of Missingness in Visual Analytics,10.1109/VIS54862.2022.00031,http://dx.doi.org/10.1109/VIS54862.2022.00031,110,114,C,"Data-driven decision making has been a common task in today's big data era, from simple choices such as finding a fast way to drive home, to complex decisions on medical treatment. It is often supported by visual analytics. For various reasons (e.g., system failure, interrupted network, intentional information hiding, or bias), visual analytics for sensemaking of data involves missingness (e.g., data loss and incomplete analysis), which impacts human decisions. For example, missing data can cost a business millions of dollars, and failing to recognize key evidence can put an innocent person in jail. Being aware of missingness is critical to avoid such catastrophes. To fulfill this, as an initial step, we consider missingness in visual analytics from two aspects: data-centric and human-centric. The former emphasizes missingness in three data-related categories: data composition, data relationship, and data usage. The latter focuses on the human-perceived missingness at three levels: observed-level, inferred-level, and ignored-level. Based on them, we discuss possible roles of visualizations for handling missingness, and conclude our discussion with future research opportunities.",Maoyuan Sun;Yue Ma;Yuanxin Wang;Tianyi Li;Jian Zhao;Yujun Liu;Ping-Shou Zhong,Maoyuan Sun;Yue Ma;Yuanxin Wang;Tianyi Li;Jian Zhao;Yujun Liu;Ping-Shou Zhong,Northern Illinois University;Northern Illinois University;University of Waterloo;Purdue University;University of Waterloo;Northern Illinois University;University of Illinois Chicago,,"Missingness,missing data visualization,sensemaking,visual analytics",,,49,,,,9973227,/mediastore/IEEE/content/media/9973064/9973190/9973227,3
VIS,2022,The role of extended reality for planning coronary artery bypass graft surgery,10.1109/VIS54862.2022.00032,http://dx.doi.org/10.1109/VIS54862.2022.00032,115,119,C,"Immersive visual displays are becoming more common in the diagnostic imaging and pre-procedural planning of complex cardiology revascularization surgeries. One such procedure is coronary artery bypass grafting (CABG) surgery, which is a gold standard treat-ment for patients with advanced coronary heart disease. Treatment planning of the CABG surgery can be aided by extended reality (XR) displays as they are known for offering advantageous visual-ization of spatially heterogeneous and complex tasks. Despite the benefits of XR, it remains unknown whether clinicians will benefit from higher visual immersion offered by XR. In order to assess the impact of increased immersion as well as the latent factor of geometrical complexity, a quantitative user evaluation $(\mathrm{n}=14)$ was performed with clinicians of advanced cardiology training simulating CABG placement on sixteen 3D arterial tree models derived from 6 patients two levels of anatomic complexity. These arterial models were rendered on 3D/XR and 2D display modes with the same tactile interaction input device. The findings of this study reveal that compared to a monoscopic 2D display, the greater visual immersion of 3D/XR does not significantly alter clinician accuracy in the task of bypass graft placement. Latent factors such as arterial complexity and clinical experience both influence the accuracy of graft placement. In addition, an anatomically less complex model",Madhurima Vardhan;Harvey Shi;David Urick;Manesh Patel;Jane A. Leopold;Amanda Randles,Madhurima Vardhan;Harvey Shi;David Urick;Manesh Patel;Jane A. Leopold;Amanda Randles,Duke University;Duke University;Duke University;Duke University School of Medicine;Brigham and Women's Hospital;Duke University,,"extended reality,coronary artery bypass graft surgery,anatomic complexity,treatment planning stereoscopic and monoscopic displays",,,26,,,,9973211,/mediastore/IEEE/content/media/9973064/9973190/9973211,4
VIS,2022,ARShopping: In-Store Shopping Decision Support Through Augmented Reality and Immersive Visualization,10.1109/VIS54862.2022.00033,http://dx.doi.org/10.1109/VIS54862.2022.00033,120,124,C,"Online shopping gives customers boundless options to choose from, backed by extensive product details and customer reviews, all from the comfort of home; yet, no amount of detailed, online information can outweigh the instant gratification and hands-on understanding of a product that is provided by physical stores. However, making purchasing decisions in physical stores can be challenging due to a large number of similar alternatives and limited accessibility of the relevant product information (e.g., features, ratings, and reviews). In this work, we present ARShopping: a web-based prototype to visually communicate detailed product information from an online setting on portable smart devices (e.g., phones, tablets, glasses), within the physical space at the point of purchase. This prototype uses augmented reality (AR) to identify products and display detailed information to help consumers make purchasing decisions that fulfill their needs while decreasing the decision-making time. In particular, we use a data fusion algorithm to improve the precision of the product detection; we then integrate AR visualizations into the scene to facilitate comparisons across multiple products and features. We designed our prototype based on interviews with 14 participants to better understand the utility and ease of use of the prototype.",Bingjie Xu;Shunan Guo;Eunyee Koh;Jane Hoffswell;Ryan Rossi;Fan Du,Bingjie Xu;Shunan Guo;Eunyee Koh;Jane Hoffswell;Ryan Rossi;Fan Du,Northwestern University;Adobe Research;Adobe Research;Adobe Research;Adobe Research;Adobe Research,,"Human-centered computing,Visualization,Visualization systems and tools,Human computer interaction (HCI),Interaction paradigms,Mixed / augmented reality",,,32,,,,9973224,/mediastore/IEEE/content/media/9973064/9973190/9973224,4
VIS,2022,Color Coding of Large Value Ranges Applied to Meteorological Data,10.1109/VIS54862.2022.00034,http://dx.doi.org/10.1109/VIS54862.2022.00034,125,129,C,"This paper presents a novel color scheme designed to address the challenge of visualizing data series with large value ranges, where scale transformation provides limited support. We focus on meteo-rological data, where the presence of large value ranges is common. We apply our approach to meteorological scatterplots, as one of the most common plots used in this domain area. Our approach leverages the numerical representation of mantissa and exponent of the values to guide the design of novel “nested” color schemes, able to emphasize differences between magnitudes. Our user study evaluates the new designs, the state of the art color scales and rep-resentative color schemes used in the analysis of meteorological data: ColorCrafter, Viridis, and Rainbow. We assess accuracy, time and confidence in the context of discrimination (comparison) and interpretation (reading) tasks. Our proposed color scheme signifi-cantly outperforms the others in interpretation tasks, while showing comparable performances in discrimination tasks.",Daniel Braun;Kerstin Ebell;Vera Schemann;Laura Pelchmann;Susanne Crewell;Rita Borgo;Tatiana von Landesberger,Daniel Braun;Kerstin Ebell;Vera Schemann;Laura Pelchmann;Susanne Crewell;Rita Borgo;Tatiana von Landesberger,"Department of Mathematics and Computer Science, University of Cologne;University of Cologne, Institute for Geophysics and Meteorology;University of Cologne, Institute for Geophysics and Meteorology;Department of Mathematics and Computer Science, University of Cologne;University of Cologne, Institute for Geophysics and Meteorology;Department of Computer Science, King's College London;Department of Mathematics and Computer Science, University of Cologne",,"Color Coding,Perception,Large Value Ranges,User study",,,22,,,,9973199,/mediastore/IEEE/content/media/9973064/9973190/9973199,5
VIS,2022,Volume Puzzle: visual analysis of segmented volume data with multivariate attributes,10.1109/VIS54862.2022.00035,http://dx.doi.org/10.1109/VIS54862.2022.00035,130,134,C,"A variety of application domains, including material science, neuroscience, and connectomics, commonly use segmented volume data for exploratory visual analysis. In many cases, segmented objects are characterized by multivariate attributes expressing specific geometric or physical features. Objects with similar characteristics, determined by selected attribute configurations, can create peculiar spatial patterns, whose detection and study is of fundamental importance. This task is notoriously difficult, especially when the number of attributes per segment is large. In this work, we propose an interactive framework that combines a state-of-the-art direct volume renderer for categorical volumes with techniques for the analysis of the attribute space and for the automatic creation of 2D transfer function. We show, in particular, how dimensionality reduction, kernel-density estimation, and topological techniques such as Morse analysis combined with scatter and density plots allow the efficient design of two-dimensional color maps that highlight spatial patterns. The capabilities of our framework are demonstrated on synthetic and real-world data from several domains.",M. Agus;A. Aboulhassan;K. Al Thelaya;G. Pintore;E. Gobbetti;C. Calì;J. Schneider,M. Agus;A. Aboulhassan;K. Al Thelaya;G. Pintore;E. Gobbetti;C. Calì;J. Schneider,"Hamad Bin Khalifa University, Qatar;Hamad Bin Khalifa University, Qatar;Hamad Bin Khalifa University, Qatar;CRS4, Italy;CRS4, Italy;University of Turin, Italy;Hamad Bin Khalifa University, Qatar",,"Human-centered computing,Visualization,Visualization techniques,Visualization application domains,Scientific visualization",,,36,,,,9973193,/mediastore/IEEE/content/media/9973064/9973190/9973193,6
VIS,2022,Droplet-Local Line Integration for Multiphase Flow,10.1109/VIS54862.2022.00036,http://dx.doi.org/10.1109/VIS54862.2022.00036,135,139,C,"Line integration of stream-, streak-, and pathlines is widely used and popular for visualizing single-phase flow. In multiphase flow, i.e., where the fluid consists, e.g., of a liquid and a gaseous phase, these techniques could also provide valuable insights into the internal flow of droplets and ligaments and thus into their dynamics. However, since such structures tend to act as entities, high translational and rotational velocities often obfuscate their detail. As a remedy, we present a method for deriving a droplet-local velocity field, using a decomposition of the original velocity field removing translational and rotational velocity parts, and adapt path- and streaklines. Ge-nerally, the resulting integral lines are thus shorter and less tangled, which simplifies their analysis. We demonstrate and discuss the uti-lity of our approach on droplets in two-phase flow data and visualize the removed velocity parts employing glyphs for context.",Alexander Straub;Sebastian Boblest;Grzegorz K. Karch;Filip Sadlo;Thomas Ertl,Alexander Straub;Sebastian Boblest;Grzegorz K. Karch;Filip Sadlo;Thomas Ertl,University of Stuttgart;University of Stuttgart;University of Stuttgart;Heidelberg University;University of Stuttgart,,"Human-centered computing,Visualization,Visu-alization application domains,Scientific visualization",,,20,,,,9973207,/mediastore/IEEE/content/media/9973064/9973190/9973207,4
VIS,2022,Efficient Interpolation-based Pathline Tracing with B-spline Curves in Particle Dataset,10.1109/VIS54862.2022.00037,http://dx.doi.org/10.1109/VIS54862.2022.00037,140,144,C,"Particle tracing through numerical integration is a well-known approach to generating pathlines for visualization. However, for particle simulations, the computation of pathlines is expensive, since the interpolation method is complicated due to the lack of connectivity information. Previous studies utilize the k-d tree to reduce the time for neighborhood search. However, the efficiency is still limited by the number of tracing time steps. Therefore, we propose a novel interpolation-based particle tracing method that first represents particle data as B-spline curves and interpolates B-spline control points to reduce the number of interpolation time steps. We demonstrate our approach achieves good tracing accuracy with much less computation time.",Haoyu Li;Tianyu Xiong;Han-Wei Shen,Haoyu Li;Tianyu Xiong;Han-Wei Shen,The Ohio State University;The Ohio State University;The Ohio State University,,"Human-centered computing,Visualization,Visualization application domains,Scientific visualization",,,16,,,,9973196,/mediastore/IEEE/content/media/9973064/9973190/9973196,4
